거래시간,지역, 태양광 발전량(MWh) 
3,세종시,   
4,세종시,   
5,세종시,   
6,세종시,   
7,세종시,0.3
8,세종시,2.64
9,세종시,6.53
10,세종시,9.71
11,세종시,10.2
12,세종시,11.23
13,세종시,11.54
14,세종시,11.77
15,세종시,8.75
16,세종시,8
17,세종시,6.83
18,세종시,4.93
19,세종시,3.03
20,세종시,2.24
21,세종시,0.62
22,세종시,   
23,세종시,   
24,세종시,   
1,울산시,   
2,울산시,   
3,울산시,   
4,울산시,   
5,울산시,   
6,울산시,   
7,울산시,0.94
8,울산시,4.67
9,울산시,9.67
10,울산시,14.07
11,울산시,16.36
12,울산시,18.21
13,울산시,17.96
14,울산시,17.74
15,울산시,16.3
16,울산시,13.71
17,울산시,9.28
18,울산시,4
19,울산시,0.67
20,울산시,0.07
21,울산시,0.02
22,울산시,   
23,울산시,   
24,울산시,   
1,부산시,0.17
2,부산시,   
3,부산시,   
4,부산시,   
5,부산시,   
6,부산시,   
7,부산시,1.68
8,부산시,9.35
9,부산시,20.43
10,부산시,29.68
11,부산시,32.45
12,부산시,36.06
13,부산시,37.43
14,부산시,32.98
15,부산시,31.95
16,부산시,27.43
17,부산시,18.14
18,부산시,10.33
19,부산시,4.02
20,부산시,2.4
21,부산시,1.55
22,부산시,0.44
23,부산시,   
24,부산시,   
1,경기도,0.06
2,경기도,0.01
3,경기도,   
4,경기도,   
5,경기도,   
6,경기도,   
7,경기도,3.87
8,경기도,25.46
9,경기도,55.25
10,경기도,76.14
11,경기도,76.31
12,경기도,88.73
13,경기도,97.02
14,경기도,83.95
15,경기도,63.15
16,경기도,60.46
17,경기도,36.72
18,경기도,23.04
19,경기도,17.95
20,경기도,16.77
21,경기도,12.17
22,경기도,4.47
23,경기도,1.37
24,경기도,0.19
1,강원도,1.06
2,강원도,0.38
3,강원도,0.02
4,강원도,0
5,강원도,0
6,강원도,0.01
7,강원도,6.95
8,강원도,45.69
9,강원도,101.78
10,강원도,131.75
11,강원도,96.1
12,강원도,99.22
13,강원도,110.39
14,강원도,107.43
15,강원도,108.02
16,강원도,93.96
17,강원도,78.56
18,강원도,45.13
19,강원도,60.39
20,강원도,60.59
21,강원도,51.07
22,강원도,21.4
23,강원도,7.05
24,강원도,1.38
1,경상남도,1.18
2,경상남도,0.95
3,경상남도,0.6
4,경상남도,0.43
5,경상남도,0.02
6,경상남도,   
7,경상남도,4.19
8,경상남도,26.41
9,경상남도,47.92
10,경상남도,61.39
11,경상남도,71.57
12,경상남도,70.61
13,경상남도,66.76
14,경상남도,59.82
15,경상남도,64.22
16,경상남도,43.98
17,경상남도,25.23
18,경상남도,17.74
19,경상남도,14.79
20,경상남도,15.91
21,경상남도,8.62
22,경상남도,2.31
23,경상남도,0.07
24,경상남도,   
1,경상북도,1.19
2,경상북도,0.32
3,경상북도,0.05
4,경상북도,0.01
5,경상북도,0
6,경상북도,0.05
7,경상북도,7.71
8,경상북도,54.71
9,경상북도,110.5
10,경상북도,141.61
11,경상북도,138.5
12,경상북도,144.22
13,경상북도,143.42
14,경상북도,150.2
15,경상북도,118.75
16,경상북도,103.94
17,경상북도,65.99
18,경상북도,35.47
19,경상북도,36.69
20,경상북도,58.9
21,경상북도,58.87
22,경상북도,38.34
23,경상북도,13.88
24,경상북도,3.23
1,전라남도,3.76
2,전라남도,1.9
3,전라남도,1.32
4,전라남도,0.76
5,전라남도,0.01
6,전라남도,0.14
7,전라남도,37.86
8,전라남도,94.47
9,전라남도,139.74
10,전라남도,184
11,전라남도,111.83
12,전라남도,127.15
13,전라남도,95.47
14,전라남도,84.43
15,전라남도,59.31
16,전라남도,29.24
17,전라남도,25.88
18,전라남도,164.54
19,전라남도,47.93
20,전라남도,66.1
21,전라남도,4.98
22,전라남도,1.15
23,전라남도,0.25
24,전라남도,1.54
1,전라북도,1.04
2,전라북도,0.99
3,전라북도,0.5
4,전라북도,0.08
5,전라북도,0.04
6,전라북도,0.01
7,전라북도,9.43
8,전라북도,43.17
9,전라북도,68.25
10,전라북도,88.87
11,전라북도,85.93
12,전라북도,87.01
13,전라북도,59.68
14,전라북도,52.28
15,전라북도,32.45
16,전라북도,17.77
17,전라북도,12.44
18,전라북도,25.84
19,전라북도,33.08
20,전라북도,44.51
21,전라북도,26.74
22,전라북도,10.29
23,전라북도,1.16
24,전라북도,0.35
1,충청남도,0.07
2,충청남도,0.03
3,충청남도,0.04
4,충청남도,0
5,충청남도,0
6,충청남도,0
7,충청남도,12.26
8,충청남도,84.91
9,충청남도,184.93
10,충청남도,217.65
11,충청남도,162.59
12,충청남도,218.61
13,충청남도,197.31
14,충청남도,157.9
15,충청남도,162.84
16,충청남도,124.26
17,충청남도,97.59
18,충청남도,99.59
19,충청남도,95.75
20,충청남도,79.38
21,충청남도,58.7
22,충청남도,20.88
23,충청남도,3.87
24,충청남도,0.54
1,충청북도,0.23
2,충청북도,0.13
3,충청북도,0.06
4,충청북도,0.01
5,충청북도,0
6,충청북도,0.04
7,충청북도,3.56
8,충청북도,21.46
9,충청북도,50.52
10,충청북도,67.78
11,충청북도,53.57
12,충청북도,56.03
13,충청북도,52.59
14,충청북도,46.93
15,충청북도,41.44
16,충청북도,33.85
17,충청북도,26.69
18,충청북도,36.17
19,충청북도,36.57
20,충청북도,33.7
21,충청북도,22.58
22,충청북도,10.34
23,충청북도,2.38
24,충청북도,0.48
1,제주도,0.01
2,제주도,0
3,제주도,   
4,제주도,   
5,제주도,   
6,제주도,0
7,제주도,1.21
8,제주도,5.58
9,제주도,13.5
10,제주도,20.65
11,제주도,7.76
12,제주도,5.16
13,제주도,9.4
14,제주도,14.67
15,제주도,13.66
16,제주도,8.33
17,제주도,5.33
18,제주도,3.95
19,제주도,0.73
20,제주도,0.3
21,제주도,0.01
22,제주도,0.01
23,제주도,0.01
24,제주도,   
1,서울시,   
2,서울시,   
3,서울시,   
4,서울시,   
5,서울시,   
6,서울시,   
7,서울시,0.24
8,서울시,1.65
9,서울시,3.41
10,서울시,5.07
11,서울시,5.04
12,서울시,6.93
13,서울시,6.69
14,서울시,6.92
15,서울시,5
16,서울시,4.7
17,서울시,2.52
18,서울시,0.62
19,서울시,0.03
20,서울시,   
21,서울시,   
22,서울시,   
23,서울시,   
24,서울시,   
1,인천시,   
2,인천시,   
3,인천시,   
4,인천시,   
5,인천시,   
6,인천시,   
7,인천시,0.66
8,인천시,4.15
9,인천시,9.71
10,인천시,11.41
11,인천시,9.9
12,인천시,13.28
13,인천시,13.45
14,인천시,11.43
15,인천시,11.54
16,인천시,15.84
17,인천시,9.78
18,인천시,7.19
19,인천시,3.72
20,인천시,1.67
21,인천시,0.69
22,인천시,   
23,인천시,   
24,인천시,   
1,대전시,   
2,대전시,   
3,대전시,   
4,대전시,   
5,대전시,   
6,대전시,   
7,대전시,0.14
8,대전시,1.24
9,대전시,3.36
10,대전시,4.84
11,대전시,5.28
12,대전시,5.85
13,대전시,6.17
14,대전시,5.69
15,대전시,4.2
16,대전시,2.55
17,대전시,1.34
18,대전시,0.29
19,대전시,0.03
20,대전시,   
21,대전시,   
22,대전시,   
23,대전시,   
24,대전시,   
1,광주시,0
2,광주시,0
3,광주시,0
4,광주시,   
5,광주시,   
6,광주시,0
7,광주시,1.56
8,광주시,9.53
9,광주시,13.43
10,광주시,18.81
11,광주시,16.88
12,광주시,7.37
13,광주시,7.46
14,광주시,9.51
15,광주시,4.88
16,광주시,2.09
17,광주시,2.29
18,광주시,1.82
19,광주시,1.23
20,광주시,0.53
21,광주시,0.12
22,광주시,   
23,광주시,   
24,광주시,   
1,대구시,0
2,대구시,0
3,대구시,   
4,대구시,   
5,대구시,   
6,대구시,   
7,대구시,0.53
8,대구시,4.76
9,대구시,10.39
10,대구시,13.44
11,대구시,12.63
12,대구시,13.51
13,대구시,14.62
14,대구시,12.23
15,대구시,14.5
16,대구시,13.99
17,대구시,4.95
18,대구시,2.69
19,대구시,1.56
20,대구시,3.75
21,대구시,2.93
22,대구시,1.69
23,대구시,0.08
24,대구시,0
1,세종시,   
2,세종시,   
3,세종시,   
4,세종시,   
5,세종시,   
6,세종시,   
7,세종시,0.34
8,세종시,2.44
9,세종시,6.38
10,세종시,8.23
11,세종시,9.94
12,세종시,10.75
13,세종시,8.78
14,세종시,7.67
15,세종시,5.38
16,세종시,4.22
17,세종시,3.86
18,세종시,3.03
19,세종시,2.31
20,세종시,1.44
21,세종시,0.08
22,세종시,   
23,세종시,   
24,세종시,   
1,울산시,   
2,울산시,   
3,울산시,   
4,울산시,   
5,울산시,   
6,울산시,0
7,울산시,0.62
8,울산시,2.95
9,울산시,5.78
10,울산시,9.69
11,울산시,12.3
12,울산시,13.74
13,울산시,12.94
14,울산시,16.22
15,울산시,6.57
16,울산시,4.65
17,울산시,2.81
18,울산시,1.18
19,울산시,0.18
20,울산시,0.05
21,울산시,0.01
22,울산시,   
23,울산시,   
24,울산시,   
1,부산시,   
2,부산시,   
3,부산시,   
4,부산시,   
5,부산시,   
6,부산시,   
7,부산시,1.19
8,부산시,5.7
9,부산시,6.95
10,부산시,15.44
11,부산시,22.79
12,부산시,19.27
13,부산시,19.03
14,부산시,18.41
15,부산시,17.1
16,부산시,15.36
17,부산시,7.68
18,부산시,5.61
19,부산시,2.79
20,부산시,1.94
21,부산시,0.92
22,부산시,0.41
23,부산시,   
24,부산시,   
1,경기도,0
2,경기도,   
3,경기도,   
4,경기도,   
5,경기도,   
6,경기도,0
7,경기도,0.42
8,경기도,6.85
9,경기도,17
10,경기도,18.42
11,경기도,26.85
12,경기도,42.78
13,경기도,52.21
14,경기도,45.88
15,경기도,48.54
16,경기도,41.74
17,경기도,27.74
18,경기도,22.69
19,경기도,16.08
20,경기도,8.69
21,경기도,6
22,경기도,2.27
23,경기도,0.53
24,경기도,0.04
1,강원도,0.34
2,강원도,0.03
3,강원도,0.02
4,강원도,   
5,강원도,0
6,강원도,0.01
7,강원도,2.33
8,강원도,14.6
9,강원도,40.84
10,강원도,78.2
11,강원도,64.12
12,강원도,89.14
13,강원도,99.9
14,강원도,93.6
15,강원도,77.81
16,강원도,59.68
17,강원도,61.81
18,강원도,45.14
19,강원도,46.62
20,강원도,43.07
21,강원도,27.5
22,강원도,14.51
23,강원도,3.81
24,강원도,1.2
1,경상남도,   
2,경상남도,   
3,경상남도,   
4,경상남도,   
5,경상남도,   
6,경상남도,0.01
7,경상남도,0.41
8,경상남도,4.59
9,경상남도,18.07
10,경상남도,44.35
11,경상남도,55.62
12,경상남도,69.57
13,경상남도,64.57
14,경상남도,59.83
15,경상남도,50.4
16,경상남도,51.16
17,경상남도,34.03
18,경상남도,25.2
19,경상남도,14.39
20,경상남도,15.5
21,경상남도,11.59
22,경상남도,4.27
23,경상남도,1.41
24,경상남도,1.84
1,경상북도,1.25
2,경상북도,0.61
3,경상북도,0.4
4,경상북도,0.02
5,경상북도,0.01
6,경상북도,0.05
7,경상북도,2.89
8,경상북도,24.29
9,경상북도,57.96
10,경상북도,86.25
11,경상북도,99.37
12,경상북도,134.04
13,경상북도,138.62
14,경상북도,126.62
15,경상북도,115.44
16,경상북도,97.27
17,경상북도,80.52
18,경상북도,53.02
19,경상북도,42.29
20,경상북도,58.89
21,경상북도,54.25
22,경상북도,31.83
23,경상북도,10.17
24,경상북도,1.35
1,전라남도,0.15
2,전라남도,0.02
3,전라남도,0.3
4,전라남도,0.11
5,전라남도,   
6,전라남도,0.02
7,전라남도,4.91
8,전라남도,91.11
9,전라남도,178.71
10,전라남도,246.03
11,전라남도,159.62
12,전라남도,193.72
13,전라남도,245
14,전라남도,249.88
15,전라남도,227.04
16,전라남도,197.47
17,전라남도,256.75
18,전라남도,456.61
19,전라남도,402.5
20,전라남도,440.17
21,전라남도,246.79
22,전라남도,47.01
23,전라남도,7.06
24,전라남도,0.96
1,전라북도,0.49
2,전라북도,0.42
3,전라북도,0.32
4,전라북도,   
5,전라북도,0
6,전라북도,   
7,전라북도,0.53
8,전라북도,16.32
9,전라북도,51.32
10,전라북도,79.81
11,전라북도,79.45
12,전라북도,90.23
13,전라북도,83.76
14,전라북도,84.93
15,전라북도,97.37
16,전라북도,87.51
17,전라북도,77.64
18,전라북도,51.21
19,전라북도,44.17
20,전라북도,57.4
21,전라북도,46.77
22,전라북도,22.78
23,전라북도,5.3
24,전라북도,1.24
1,충청남도,0.04
2,충청남도,0.02
3,충청남도,0.01
4,충청남도,0
5,충청남도,0
6,충청남도,   
7,충청남도,1.11
8,충청남도,13.72
9,충청남도,51.57
10,충청남도,112.94
11,충청남도,113.7
12,충청남도,162.89
13,충청남도,177.84
14,충청남도,179.73
15,충청남도,195.17
16,충청남도,158.37
17,충청남도,177.26
18,충청남도,133.84
19,충청남도,106.29
20,충청남도,77.36
21,충청남도,54.63
22,충청남도,24.06
23,충청남도,4.36
24,충청남도,0.7
1,충청북도,0.19
2,충청북도,0.11
3,충청북도,0.05
4,충청북도,0
5,충청북도,0
6,충청북도,0.01
7,충청북도,1.24
8,충청북도,10.88
9,충청북도,32.01
10,충청북도,45.41
11,충청북도,42.67
12,충청북도,51.86
13,충청북도,45.31
14,충청북도,42.23
15,충청북도,38.98
16,충청북도,35.55
17,충청북도,35.6
18,충청북도,51.48
19,충청북도,40.72
20,충청북도,28.21
21,충청북도,17.82
22,충청북도,7.6
23,충청북도,1.86
24,충청북도,1.49
1,제주도,   
2,제주도,   
3,제주도,   
4,제주도,   
5,제주도,   
6,제주도,0
7,제주도,2.23
8,제주도,18.65
9,제주도,32.24
10,제주도,50.98
11,제주도,59.48
12,제주도,79.38
13,제주도,85.25
14,제주도,90.05
15,제주도,90.05
16,제주도,72.55
17,제주도,38.96
18,제주도,21.08
19,제주도,7.3
20,제주도,5.16
21,제주도,3.3
22,제주도,1.01
23,제주도,0.35
24,제주도,0.06
1,서울시,   
2,서울시,   
3,서울시,   
4,서울시,   
5,서울시,   
6,서울시,   
7,서울시,0
8,서울시,0.11
9,서울시,0.38
10,서울시,0.6
11,서울시,1.18
12,서울시,1.8
13,서울시,1.83
14,서울시,2.66
15,서울시,3.4
16,서울시,3.74
17,서울시,2.04
18,서울시,0.27
19,서울시,0.12
20,서울시,0
21,서울시,   
22,서울시,   
23,서울시,   
24,서울시,   
1,인천시,   
2,인천시,   
3,인천시,   
4,인천시,   
5,인천시,   
6,인천시,0
7,인천시,0.02
8,인천시,0.29
9,인천시,0.54
10,인천시,1.51
11,인천시,3.19
12,인천시,3.37
13,인천시,5.03
14,인천시,5.64
15,인천시,9.88
16,인천시,15.64
17,인천시,9.94
18,인천시,4.08
19,인천시,1.26
20,인천시,0.5
21,인천시,   
22,인천시,   
23,인천시,   
24,인천시,   
1,대전시,   
2,대전시,   
3,대전시,   
4,대전시,   
5,대전시,   
6,대전시,   
7,대전시,0.05
8,대전시,0.49
9,대전시,1
10,대전시,3.22
11,대전시,4.68
12,대전시,4.35
13,대전시,4.74
14,대전시,2.82
15,대전시,5.34
16,대전시,4.15
17,대전시,3.23
18,대전시,1.6
19,대전시,0.03
20,대전시,   
21,대전시,   
22,대전시,   
23,대전시,   
24,대전시,   
1,광주시,   
2,광주시,   
3,광주시,   
4,광주시,   
5,광주시,   
6,광주시,   
7,광주시,0.49
8,광주시,7.31
9,광주시,11.07
10,광주시,14.6
11,광주시,15.63
12,광주시,16.81
13,광주시,20.29
14,광주시,27.25
15,광주시,22.92
16,광주시,18.78
17,광주시,14.32
18,광주시,6.79
19,광주시,2.95
20,광주시,2.5
21,광주시,1.74
22,광주시,0.81
23,광주시,0.17
24,광주시,0
1,대구시,0
2,대구시,0
3,대구시,   
4,대구시,   
5,대구시,   
6,대구시,   
7,대구시,0.13
8,대구시,1.51
9,대구시,2.83
10,대구시,6.18
11,대구시,12.35
12,대구시,15.55
13,대구시,10.37
14,대구시,14.97
15,대구시,14.36
16,대구시,7.96
17,대구시,7.55
18,대구시,5.76
19,대구시,2.26
20,대구시,3.5
21,대구시,3
22,대구시,0.94
23,대구시,0.06
24,대구시,0
1,세종시,   
2,세종시,   
3,세종시,   
4,세종시,   
5,세종시,   
6,세종시,   
7,세종시,0.02
8,세종시,0.5
9,세종시,1.77
10,세종시,5.29
11,세종시,5.17
12,세종시,8.68
13,세종시,8.28
14,세종시,5.69
15,세종시,7.1
16,세종시,4.84
17,세종시,4.08
18,세종시,5.03
19,세종시,2.26
20,세종시,0.82
21,세종시,   
22,세종시,   
23,세종시,   
24,세종시,   
1,울산시,   
2,울산시,   
3,울산시,   
4,울산시,   
5,울산시,   
6,울산시,0
7,울산시,0.01
8,울산시,0.8
9,울산시,3.28
10,울산시,3.87
11,울산시,3.82
12,울산시,6.2
13,울산시,6.85
14,울산시,7.15
15,울산시,6.03
16,울산시,7.39
17,울산시,8.24
18,울산시,4.5
19,울산시,0.75
20,울산시,0
21,울산시,   
22,울산시,   
23,울산시,   
24,울산시,   
1,부산시,   
2,부산시,   
3,부산시,   
4,부산시,   
5,부산시,   
6,부산시,   
7,부산시,   
8,부산시,0.23
9,부산시,2.69
10,부산시,4.95
11,부산시,6.37
12,부산시,6.68
13,부산시,9.98
14,부산시,16.4
15,부산시,9.7
16,부산시,12.84
17,부산시,8.41
18,부산시,6.97
19,부산시,2.59
20,부산시,0.06
21,부산시,   
22,부산시,   
23,부산시,   
24,부산시,   
1,경기도,0.04
2,경기도,0.01
3,경기도,   
4,경기도,   
5,경기도,   
6,경기도,   
7,경기도,1.16
8,경기도,7.52
9,경기도,22.24
10,경기도,35.75
11,경기도,39.11
12,경기도,62.73
13,경기도,72.32
14,경기도,69.51
15,경기도,64.4
16,경기도,49.08
17,경기도,40.18
18,경기도,25.18
19,경기도,17.39
20,경기도,13.28
21,경기도,8.61
22,경기도,4
23,경기도,0.8
24,경기도,0.12
1,강원도,0.54
2,강원도,0.01
3,강원도,0
4,강원도,   
5,강원도,   
6,강원도,0.01
7,강원도,5.11
8,강원도,30.18
9,강원도,57.14
10,강원도,90.22
11,강원도,87.51
12,강원도,109.98
13,강원도,116.34
14,강원도,117.06
15,강원도,121.14
16,강원도,106.95
17,강원도,85.23
18,강원도,56.25
19,강원도,60.5
20,강원도,52
21,강원도,48
22,강원도,24.43
23,강원도,7.94
24,강원도,1.54
1,경상남도,1.2
2,경상남도,0.95
3,경상남도,0.61
4,경상남도,0.43
5,경상남도,0.02
6,경상남도,0.03
7,경상남도,1.31
8,경상남도,11
9,경상남도,27.34
10,경상남도,42.8
11,경상남도,51.36
12,경상남도,67.61
13,경상남도,77.98
14,경상남도,75.57
15,경상남도,69.48
16,경상남도,79.48
17,경상남도,71.71
18,경상남도,44.25
19,경상남도,21.95
20,경상남도,19.08
21,경상남도,10.9
22,경상남도,5.22
23,경상남도,1.72
24,경상남도,0.64
1,경상북도,0.41
2,경상북도,0.14
3,경상북도,0.03
4,경상북도,0.02
5,경상북도,0.01
6,경상북도,0.11
7,경상북도,9.33
8,경상북도,45.85
9,경상북도,85.65
10,경상북도,125.67
11,경상북도,131.43
12,경상북도,147.82
13,경상북도,164.82
14,경상북도,163.87
15,경상북도,145.87
16,경상북도,117.96
17,경상북도,100.49
18,경상북도,44.31
19,경상북도,36.46
20,경상북도,63.02
21,경상북도,60.23
22,경상북도,37.36
23,경상북도,14.06
24,경상북도,2.96
1,전라남도,1.35
2,전라남도,1.42
3,전라남도,1.37
4,전라남도,0.76
5,전라남도,0.05
6,전라남도,0.03
7,전라남도,14.86
8,전라남도,132.54
9,전라남도,318.79
10,전라남도,504.84
11,전라남도,269.84
12,전라남도,303.28
13,전라남도,315.58
14,전라남도,310.55
15,전라남도,433.62
16,전라남도,500.77
17,전라남도,400.89
18,전라남도,486.63
19,전라남도,420.54
20,전라남도,485.46
21,전라남도,326.21
22,전라남도,140.74
23,전라남도,13.57
24,전라남도,2.87
1,전라북도,0.61
2,전라북도,0.6
3,전라북도,0.36
4,전라북도,0.05
5,전라북도,0.05
6,전라북도,0.06
7,전라북도,3.84
8,전라북도,35.4
9,전라북도,83.26
10,전라북도,124.63
11,전라북도,103.66
12,전라북도,120.72
13,전라북도,123.4
14,전라북도,123.15
15,전라북도,125.23
16,전라북도,107.85
17,전라북도,64.12
18,전라북도,45.66
19,전라북도,44.5
20,전라북도,60.38
21,전라북도,52.42
22,전라북도,31.09
23,전라북도,9.54
24,전라북도,1.8
1,충청남도,0.04
2,충청남도,0.02
3,충청남도,0.01
4,충청남도,0.01
5,충청남도,0
6,충청남도,0.01
7,충청남도,2.68
8,충청남도,37.76
9,충청남도,81.69
10,충청남도,140.67
11,충청남도,125.98
12,충청남도,170.48
13,충청남도,207.52
14,충청남도,239.41
15,충청남도,247.99
16,충청남도,245.82
17,충청남도,222.86
18,충청남도,160.21
19,충청남도,115.58
20,충청남도,84.5
21,충청남도,63.27
22,충청남도,31.08
23,충청남도,6.6
24,충청남도,0.95
1,충청북도,1.34
2,충청북도,0.32
3,충청북도,0
4,충청북도,0
5,충청북도,0
6,충청북도,0.05
7,충청북도,2.77
8,충청북도,14.26
9,충청북도,38.83
10,충청북도,64.44
11,충청북도,53.84
12,충청북도,67.18
13,충청북도,68.17
14,충청북도,70.15
15,충청북도,72.13
16,충청북도,72.73
17,충청북도,48.46
18,충청북도,46.4
19,충청북도,44.51
20,충청북도,42.81
21,충청북도,28.27
22,충청북도,16.91
23,충청북도,5.84
24,충청북도,1.05
1,제주도,0.01
2,제주도,0
3,제주도,0
4,제주도,0
5,제주도,0
6,제주도,0
7,제주도,2.39
8,제주도,24.83
9,제주도,74.28
10,제주도,126.45
11,제주도,139.07
12,제주도,134.75
13,제주도,126.87
14,제주도,140.24
15,제주도,121.28
16,제주도,95.47
17,제주도,64.56
18,제주도,37.03
19,제주도,11.64
20,제주도,7.99
21,제주도,6.22
22,제주도,2.18
23,제주도,1.23
24,제주도,0.43
1,서울시,   
2,서울시,   
3,서울시,   
4,서울시,   
5,서울시,   
6,서울시,   
7,서울시,0.05
8,서울시,0.48
9,서울시,1.48
10,서울시,3.16
11,서울시,3.83
12,서울시,4.01
13,서울시,4.91
14,서울시,2.38
15,서울시,2.2
16,서울시,4.16
17,서울시,3.16
18,서울시,1.44
19,서울시,0.17
20,서울시,0.06
21,서울시,0.06
22,서울시,0.04
23,서울시,   
24,서울시,   
1,인천시,   
2,인천시,   
3,인천시,   
4,인천시,   
5,인천시,   
6,인천시,0
7,인천시,0.02
8,인천시,0.75
9,인천시,1.59
10,인천시,4.63
11,인천시,5.97
12,인천시,9.7
13,인천시,14.42
14,인천시,11.77
15,인천시,8.41
16,인천시,14.32
17,인천시,13.63
18,인천시,7.75
19,인천시,4.5
20,인천시,1.24
21,인천시,0.41
22,인천시,0
23,인천시,   
24,인천시,   
1,대전시,   
2,대전시,   
3,대전시,   
4,대전시,   
5,대전시,   
6,대전시,   
7,대전시,0.05
8,대전시,0.45
9,대전시,2.54
10,대전시,3.18
11,대전시,2.73
12,대전시,5.36
13,대전시,6.01
14,대전시,5.2
15,대전시,4.61
16,대전시,4.44
17,대전시,3.03
18,대전시,0.45
19,대전시,0.05
20,대전시,   
21,대전시,   
22,대전시,   
23,대전시,   
24,대전시,   
1,광주시,0
2,광주시,0
3,광주시,0
4,광주시,   
5,광주시,   
6,광주시,   
7,광주시,0.59
8,광주시,4.4
9,광주시,13.54
10,광주시,20.58
11,광주시,27.86
12,광주시,30.63
13,광주시,30.99
14,광주시,26.62
15,광주시,19.54
16,광주시,17.76
17,광주시,15.78
18,광주시,8.86
19,광주시,4.15
20,광주시,2.23
21,광주시,1.71
22,광주시,0.87
23,광주시,0.2
24,광주시,0
1,대구시,0
2,대구시,0
3,대구시,   
4,대구시,   
5,대구시,   
6,대구시,0
7,대구시,0.51
8,대구시,3.36
9,대구시,7.21
10,대구시,5.87
11,대구시,7.6
12,대구시,12.89
13,대구시,11.48
14,대구시,14.51
15,대구시,13.93
16,대구시,11.79
17,대구시,9.62
18,대구시,5.73
19,대구시,1.45
20,대구시,3.82
21,대구시,3.12
22,대구시,1.52
23,대구시,0.08
24,대구시,0
1,세종시,   
2,세종시,   
3,세종시,   
4,세종시,   
5,세종시,   
6,세종시,   
7,세종시,0.12
8,세종시,1.29
9,세종시,4.78
10,세종시,4.68
11,세종시,6.44
12,세종시,8.24
13,세종시,10.07
14,세종시,8.19
15,세종시,10.26
16,세종시,8.69
17,세종시,7.32
18,세종시,5.24
19,세종시,2.75
20,세종시,2.18
21,세종시,0.52
22,세종시,   
23,세종시,   
24,세종시,   
1,울산시,   
2,울산시,   
3,울산시,   
4,울산시,   
5,울산시,   
6,울산시,0
7,울산시,1.75
8,울산시,3.25
9,울산시,8.39
10,울산시,11.18
11,울산시,10.79
12,울산시,8.66
13,울산시,14.66
14,울산시,19.16
15,울산시,14.27
16,울산시,9.04
17,울산시,5.88
18,울산시,2.44
19,울산시,0.48
20,울산시,0.07
21,울산시,0.02
22,울산시,   
23,울산시,   
24,울산시,   
1,부산시,   
2,부산시,   
3,부산시,   
4,부산시,   
5,부산시,   
6,부산시,0
7,부산시,0.84
8,부산시,5.82
9,부산시,10.96
10,부산시,12.35
11,부산시,25.81
12,부산시,34.23
13,부산시,36.22
14,부산시,27.45
15,부산시,22.44
16,부산시,23.86
17,부산시,11.52
18,부산시,6.96
19,부산시,3.96
20,부산시,1.77
21,부산시,0.97
22,부산시,0.19
23,부산시,   
24,부산시,   
1,경기도,0
2,경기도,0
3,경기도,0
4,경기도,0
5,경기도,0
6,경기도,   
7,경기도,2.4
8,경기도,17.92
9,경기도,31.46
10,경기도,41.28
11,경기도,43.39
12,경기도,51.85
13,경기도,51
14,경기도,42.08
15,경기도,46.99
16,경기도,39.24
17,경기도,25.25
18,경기도,15.45
19,경기도,14.14
20,경기도,8.13
21,경기도,3.21
22,경기도,1.24
23,경기도,0.5
24,경기도,0
1,강원도,1.02
2,강원도,0.36
3,강원도,0.02
4,강원도,   
5,강원도,   
6,강원도,0.01
7,강원도,4.04
8,강원도,36.6
9,강원도,88.88
10,강원도,118.16
11,강원도,101.03
12,강원도,96.22
13,강원도,91.77
14,강원도,83.58
15,강원도,86.24
16,강원도,69.25
17,강원도,51.69
18,강원도,39.74
19,강원도,59.47
20,강원도,52.96
21,강원도,37.87
22,강원도,21.99
23,강원도,7.6
24,강원도,1.37
1,경상남도,0.84
2,경상남도,0.27
3,경상남도,0
4,경상남도,   
5,경상남도,   
6,경상남도,0.05
7,경상남도,4.07
8,경상남도,25.73
9,경상남도,61.52
10,경상남도,90.09
11,경상남도,83.1
12,경상남도,92.87
13,경상남도,104.23
14,경상남도,107.78
15,경상남도,97.38
16,경상남도,90.41
17,경상남도,64.52
18,경상남도,42.17
19,경상남도,19.86
20,경상남도,21.32
21,경상남도,16.33
22,경상남도,8.76
23,경상남도,3.57
24,경상남도,0.92
1,경상북도,1.96
2,경상북도,1.14
3,경상북도,0.04
4,경상북도,0.41
5,경상북도,0.59
6,경상북도,0.66
7,경상북도,7.65
8,경상북도,46.05
9,경상북도,102.19
10,경상북도,162.16
11,경상북도,138.48
12,경상북도,163.55
13,경상북도,153.37
14,경상북도,148.41
15,경상북도,123.26
16,경상북도,87.98
17,경상북도,81.81
18,경상북도,39.82
19,경상북도,36.34
20,경상북도,60.6
21,경상북도,58.31
22,경상북도,40.99
23,경상북도,11.69
24,경상북도,2.87
1,전라남도,1.65
2,전라남도,1.47
3,전라남도,1.44
4,전라남도,0.83
5,전라남도,0.01
6,전라남도,0.05
7,전라남도,7.96
8,전라남도,80.17
9,전라남도,188.73
10,전라남도,373.85
11,전라남도,194.06
12,전라남도,208.61
13,전라남도,200.6
14,전라남도,203.4
15,전라남도,199.16
16,전라남도,229.43
17,전라남도,356.51
18,전라남도,485.66
19,전라남도,369.23
20,전라남도,347.27
21,전라남도,251.82
22,전라남도,52.76
23,전라남도,9.36
