거래시간,지역, 태양광 발전량(MWh) 
19,제주도,11.82
20,제주도,6.22
21,제주도,2.26
22,제주도,0.18
23,제주도,0.05
24,제주도,0.01
1,서울시,   
2,서울시,   
3,서울시,   
4,서울시,   
5,서울시,   
6,서울시,   
7,서울시,0.09
8,서울시,0.73
9,서울시,1.94
10,서울시,2.06
11,서울시,3.67
12,서울시,4.14
13,서울시,4.37
14,서울시,2.35
15,서울시,1.55
16,서울시,0.75
17,서울시,0.19
18,서울시,0.15
19,서울시,0.07
20,서울시,0
21,서울시,   
22,서울시,   
23,서울시,   
24,서울시,   
1,인천시,   
2,인천시,   
3,인천시,0
4,인천시,   
5,인천시,   
6,인천시,0
7,인천시,0.19
8,인천시,2.74
9,인천시,4.12
10,인천시,4.34
11,인천시,3.58
12,인천시,4.43
13,인천시,6.95
14,인천시,7.24
15,인천시,13.58
16,인천시,7.44
17,인천시,3.18
18,인천시,2
19,인천시,1.24
20,인천시,0.32
21,인천시,   
22,인천시,   
23,인천시,0
24,인천시,   
1,대전시,   
2,대전시,   
3,대전시,   
4,대전시,   
5,대전시,   
6,대전시,   
7,대전시,0.19
8,대전시,0.87
9,대전시,2.18
10,대전시,3.42
11,대전시,3.02
12,대전시,4.2
13,대전시,2.73
14,대전시,0.49
15,대전시,0.77
16,대전시,0.18
17,대전시,0.63
18,대전시,0.3
19,대전시,0.04
20,대전시,0.01
21,대전시,   
22,대전시,   
23,대전시,   
24,대전시,   
1,광주시,0.18
2,광주시,0.03
3,광주시,0
4,광주시,   
5,광주시,   
6,광주시,   
7,광주시,1.11
8,광주시,5.37
9,광주시,9.23
10,광주시,15.87
11,광주시,7.99
12,광주시,2.73
13,광주시,2.44
14,광주시,1.73
15,광주시,0.44
16,광주시,1.08
17,광주시,3.61
18,광주시,2.98
19,광주시,1.99
20,광주시,0.28
21,광주시,0.26
22,광주시,0.11
23,광주시,   
24,광주시,   
1,대구시,0
2,대구시,0
3,대구시,   
4,대구시,   
5,대구시,   
6,대구시,0
7,대구시,0.77
8,대구시,0.4
9,대구시,0.85
10,대구시,5.24
11,대구시,5.19
12,대구시,10.12
13,대구시,3.09
14,대구시,2.65
15,대구시,2.21
16,대구시,1.09
17,대구시,1.48
18,대구시,0.67
19,대구시,0.05
20,대구시,2
21,대구시,0.15
22,대구시,0
23,대구시,0
24,대구시,   
1,세종시,   
2,세종시,   
3,세종시,   
4,세종시,   
5,세종시,   
6,세종시,0
7,세종시,0.47
8,세종시,1.84
9,세종시,3.32
10,세종시,3.8
11,세종시,6.06
12,세종시,6.71
13,세종시,4.29
14,세종시,2.44
15,세종시,3.6
16,세종시,1.55
17,세종시,1.3
18,세종시,2.56
19,세종시,1.4
20,세종시,0.04
21,세종시,   
22,세종시,   
23,세종시,   
24,세종시,   
1,울산시,   
2,울산시,   
3,울산시,   
4,울산시,   
5,울산시,   
6,울산시,0
7,울산시,0.67
8,울산시,4.18
9,울산시,8.12
10,울산시,9.74
11,울산시,10.28
12,울산시,6.25
13,울산시,4.55
14,울산시,5.84
15,울산시,2.9
16,울산시,1.83
17,울산시,1.46
18,울산시,0.36
19,울산시,0.06
20,울산시,0.17
21,울산시,   
22,울산시,   
23,울산시,   
24,울산시,   
1,부산시,   
2,부산시,   
3,부산시,   
4,부산시,   
5,부산시,   
6,부산시,0
7,부산시,2.05
8,부산시,11.56
9,부산시,17.19
10,부산시,16.78
11,부산시,11.3
12,부산시,8.87
13,부산시,8.87
14,부산시,6.8
15,부산시,5.72
16,부산시,3.97
17,부산시,1.17
18,부산시,1.9
19,부산시,0.4
20,부산시,0
21,부산시,   
22,부산시,   
23,부산시,   
24,부산시,   
1,경기도,0
2,경기도,   
3,경기도,   
4,경기도,   
5,경기도,   
6,경기도,0
7,경기도,0.29
8,경기도,2.11
9,경기도,8
10,경기도,16.47
11,경기도,16.95
12,경기도,22.02
13,경기도,35.81
14,경기도,51.42
15,경기도,34.57
16,경기도,21.9
17,경기도,20.19
18,경기도,15.98
19,경기도,11.54
20,경기도,5.42
21,경기도,4.56
22,경기도,1.07
23,경기도,   
24,경기도,   
1,강원도,   
2,강원도,   
3,강원도,   
4,강원도,   
5,강원도,   
6,강원도,0.02
7,강원도,2.5
8,강원도,10.34
9,강원도,20.36
10,강원도,25.08
11,강원도,20.63
12,강원도,22.31
13,강원도,28.96
14,강원도,43.91
15,강원도,54.17
16,강원도,50.3
17,강원도,62.13
18,강원도,45.58
19,강원도,34.59
20,강원도,14.93
21,강원도,4.63
22,강원도,1.53
23,강원도,0.57
24,강원도,0.08
1,경상남도,0.57
2,경상남도,0.08
3,경상남도,   
4,경상남도,   
5,경상남도,   
6,경상남도,0.02
7,경상남도,6.68
8,경상남도,32.7
9,경상남도,63.45
10,경상남도,93.66
11,경상남도,89.09
12,경상남도,93.31
13,경상남도,57.37
14,경상남도,24.45
15,경상남도,15.14
16,경상남도,14.44
17,경상남도,22.86
18,경상남도,18.64
19,경상남도,18.44
20,경상남도,14.15
21,경상남도,6.42
22,경상남도,1.57
23,경상남도,0.84
24,경상남도,0.6
1,경상북도,0.02
2,경상북도,0
3,경상북도,0
4,경상북도,0
5,경상북도,0
6,경상북도,0.1
7,경상북도,12.86
8,경상북도,57.16
9,경상북도,100.58
10,경상북도,108.76
11,경상북도,92.84
12,경상북도,91.4
13,경상북도,78.63
14,경상북도,88.85
15,경상북도,77.34
16,경상북도,84.26
17,경상북도,65.08
18,경상북도,39.45
19,경상북도,36.1
20,경상북도,49.58
21,경상북도,34.45
22,경상북도,11.09
23,경상북도,4.2
24,경상북도,0.97
1,전라남도,0.83
2,전라남도,0.35
3,전라남도,0.3
4,전라남도,0.04
5,전라남도,   
6,전라남도,0.11
7,전라남도,19.39
8,전라남도,94.03
9,전라남도,160.28
10,전라남도,258.09
11,전라남도,165.55
12,전라남도,177.57
13,전라남도,173.76
14,전라남도,132.78
15,전라남도,111.82
16,전라남도,116.67
17,전라남도,179.13
18,전라남도,400.96
19,전라남도,300.28
20,전라남도,174.87
21,전라남도,83.83
22,전라남도,12.82
23,전라남도,1.67
24,전라남도,0.31
1,전라북도,0.47
2,전라북도,0.41
3,전라북도,0.34
4,전라북도,   
5,전라북도,   
6,전라북도,0
7,전라북도,3.01
8,전라북도,11.35
9,전라북도,19.85
10,전라북도,26.89
11,전라북도,26.92
12,전라북도,38.68
13,전라북도,54.24
14,전라북도,62.93
15,전라북도,36.44
16,전라북도,40.64
17,전라북도,44.08
18,전라북도,39.16
19,전라북도,38.89
20,전라북도,42.83
21,전라북도,19.96
22,전라북도,3.34
23,전라북도,0.44
24,전라북도,0.4
1,충청남도,0.02
2,충청남도,0.01
3,충청남도,0.01
4,충청남도,0.02
5,충청남도,   
6,충청남도,0
7,충청남도,0.56
8,충청남도,7.33
9,충청남도,17.83
10,충청남도,43.38
11,충청남도,65.62
12,충청남도,105.91
13,충청남도,144.47
14,충청남도,128.16
15,충청남도,67.04
16,충청남도,66.75
17,충청남도,80.78
18,충청남도,106.73
19,충청남도,85.81
20,충청남도,48.9
21,충청남도,12.69
22,충청남도,2.14
23,충청남도,0.18
24,충청남도,0.03
1,충청북도,0
2,충청북도,0
3,충청북도,   
4,충청북도,   
5,충청북도,   
6,충청북도,0.01
7,충청북도,2.65
8,충청북도,4.94
9,충청북도,9.27
10,충청북도,6.96
11,충청북도,8.75
12,충청북도,17.72
13,충청북도,17.13
14,충청북도,26.02
15,충청북도,21.16
16,충청북도,23.6
17,충청북도,23.31
18,충청북도,24.14
19,충청북도,13.22
20,충청북도,9.32
21,충청북도,2.93
22,충청북도,0.92
23,충청북도,0.14
24,충청북도,0.01
1,제주도,0.01
2,제주도,0
3,제주도,0
4,제주도,0
5,제주도,0
6,제주도,0
7,제주도,5.33
8,제주도,22
9,제주도,44.17
10,제주도,36.42
11,제주도,43.5
12,제주도,51.33
13,제주도,72.51
14,제주도,68.99
15,제주도,60.77
16,제주도,74.32
17,제주도,45.3
18,제주도,19.02
19,제주도,7.93
20,제주도,6.66
21,제주도,4.58
22,제주도,1.74
23,제주도,0.08
24,제주도,0.01
1,서울시,   
2,서울시,   
3,서울시,   
4,서울시,   
5,서울시,   
6,서울시,   
7,서울시,0
8,서울시,0.06
9,서울시,0.31
10,서울시,1.37
11,서울시,1.37
12,서울시,2.3
13,서울시,3.64
14,서울시,4.43
15,서울시,2.3
16,서울시,2.49
17,서울시,1.19
18,서울시,0.72
19,서울시,0.19
20,서울시,0
21,서울시,   
22,서울시,   
23,서울시,   
24,서울시,   
1,인천시,   
2,인천시,   
3,인천시,   
4,인천시,   
5,인천시,   
6,인천시,   
7,인천시,0.01
8,인천시,0.4
9,인천시,1.3
10,인천시,3.35
11,인천시,3.56
12,인천시,4.42
13,인천시,10.76
14,인천시,9.02
15,인천시,5.92
16,인천시,5.47
17,인천시,8.25
18,인천시,6.74
19,인천시,2.75
20,인천시,0.75
21,인천시,   
22,인천시,   
23,인천시,   
24,인천시,   
1,대전시,   
2,대전시,   
3,대전시,   
4,대전시,   
5,대전시,   
6,대전시,   
7,대전시,0.01
8,대전시,0.17
9,대전시,0.71
10,대전시,0.34
11,대전시,0.43
12,대전시,2.02
13,대전시,1.62
14,대전시,2.77
15,대전시,4.05
16,대전시,2.07
17,대전시,0.71
18,대전시,0.4
19,대전시,0.11
20,대전시,0
21,대전시,   
22,대전시,   
23,대전시,   
24,대전시,   
1,광주시,   
2,광주시,   
3,광주시,   
4,광주시,   
5,광주시,   
6,광주시,0
7,광주시,0.55
8,광주시,3.21
9,광주시,8.97
10,광주시,7.28
11,광주시,11.48
12,광주시,14.22
13,광주시,12.47
14,광주시,12.14
15,광주시,10.52
16,광주시,12.6
17,광주시,10.08
18,광주시,4.75
19,광주시,2.97
20,광주시,1
21,광주시,0.4
22,광주시,0.2
23,광주시,0.18
24,광주시,0.18
1,대구시,   
2,대구시,   
3,대구시,   
4,대구시,   
5,대구시,   
6,대구시,0
7,대구시,1.02
8,대구시,5.51
9,대구시,12.04
10,대구시,11.29
11,대구시,12.2
12,대구시,11.49
13,대구시,9.2
14,대구시,11
15,대구시,2.89
16,대구시,5.66
17,대구시,6.11
18,대구시,3.55
19,대구시,1.94
20,대구시,2.83
21,대구시,1.94
22,대구시,0.08
23,대구시,0
24,대구시,0
1,세종시,   
2,세종시,   
3,세종시,   
4,세종시,   
5,세종시,   
6,세종시,0
7,세종시,0.07
8,세종시,0.44
9,세종시,0.82
10,세종시,0.51
11,세종시,1.97
12,세종시,2.76
13,세종시,2.12
14,세종시,3.8
15,세종시,3.15
16,세종시,2.94
17,세종시,1.71
18,세종시,2.38
19,세종시,0.46
20,세종시,0.03
21,세종시,   
22,세종시,   
23,세종시,   
24,세종시,   
1,울산시,   
2,울산시,   
3,울산시,   
4,울산시,   
5,울산시,   
6,울산시,0.01
7,울산시,1.18
8,울산시,4.85
9,울산시,9.93
10,울산시,15.03
11,울산시,15.39
12,울산시,15.99
13,울산시,16.13
14,울산시,7.71
15,울산시,3.16
16,울산시,2.03
17,울산시,2
18,울산시,1.93
19,울산시,0.42
20,울산시,0.23
21,울산시,0.01
22,울산시,   
23,울산시,   
24,울산시,   
1,부산시,   
2,부산시,   
3,부산시,   
4,부산시,   
5,부산시,   
6,부산시,   
7,부산시,1.68
8,부산시,7.86
9,부산시,21.12
10,부산시,28.28
11,부산시,28.62
12,부산시,35.35
13,부산시,22.39
14,부산시,6.8
15,부산시,2.92
16,부산시,1.38
17,부산시,2.11
18,부산시,3.74
19,부산시,2.53
20,부산시,1.36
21,부산시,0.32
22,부산시,   
23,부산시,   
24,부산시,   
1,경기도,0
2,경기도,   
3,경기도,   
4,경기도,   
5,경기도,   
6,경기도,0
7,경기도,3.2
8,경기도,15.75
9,경기도,33.39
10,경기도,54.41
11,경기도,57.55
12,경기도,60.55
13,경기도,64
14,경기도,65.25
15,경기도,49.59
16,경기도,34.08
17,경기도,34.4
18,경기도,28.49
19,경기도,20.46
20,경기도,12.8
21,경기도,7.8
22,경기도,5.02
23,경기도,0.81
24,경기도,   
1,강원도,   
2,강원도,   
3,강원도,   
4,강원도,   
5,강원도,   
6,강원도,0.06
7,강원도,8.28
8,강원도,33.78
9,강원도,75.85
10,강원도,119.56
11,강원도,113.72
12,강원도,123.51
13,강원도,122.06
14,강원도,119.89
15,강원도,104.78
16,강원도,72.57
17,강원도,67.98
18,강원도,66.28
19,강원도,67.81
20,강원도,64.66
21,강원도,61.25
22,강원도,26.16
23,강원도,7.84
24,강원도,1.88
1,경상남도,0.68
2,경상남도,0.58
3,경상남도,0.08
4,경상남도,   
5,경상남도,   
6,경상남도,0.01
7,경상남도,4.92
8,경상남도,20.89
9,경상남도,32.92
10,경상남도,34.66
11,경상남도,27.22
12,경상남도,35
13,경상남도,53.05
14,경상남도,62.28
15,경상남도,60.69
16,경상남도,61.62
17,경상남도,55.94
18,경상남도,47.27
19,경상남도,27.24
20,경상남도,16.79
21,경상남도,7.79
22,경상남도,1.74
23,경상남도,0.84
24,경상남도,0.52
1,경상북도,0.19
2,경상북도,0.04
3,경상북도,0.01
4,경상북도,0.01
5,경상북도,0
6,경상북도,0.1
7,경상북도,9.06
8,경상북도,45.61
9,경상북도,100.69
10,경상북도,142.98
11,경상북도,116.53
12,경상북도,104.17
13,경상북도,118.27
14,경상북도,106.1
15,경상북도,89.74
16,경상북도,84.88
17,경상북도,94.56
18,경상북도,58.68
19,경상북도,42.14
20,경상북도,54.51
21,경상북도,48.57
22,경상북도,27.13
23,경상북도,5.08
24,경상북도,1.82
1,전라남도,1.39
2,전라남도,1.43
3,전라남도,0.13
4,전라남도,   
5,전라남도,   
6,전라남도,0.22
7,전라남도,14.64
8,전라남도,127.39
9,전라남도,311.32
10,전라남도,463.82
11,전라남도,270.69
12,전라남도,289.11
13,전라남도,265.89
14,전라남도,232.7
15,전라남도,217.16
16,전라남도,228.96
17,전라남도,275.93
18,전라남도,459.38
19,전라남도,412.33
20,전라남도,337.98
21,전라남도,207.5
22,전라남도,103.03
23,전라남도,28.58
24,전라남도,6.78
1,전라북도,0.35
2,전라북도,0.33
3,전라북도,0.32
4,전라북도,0.03
5,전라북도,   
6,전라북도,0.01
7,전라북도,3.16
8,전라북도,20.75
9,전라북도,35.14
10,전라북도,44.62
11,전라북도,60.28
12,전라북도,71.88
13,전라북도,71.95
14,전라북도,64.19
15,전라북도,77.07
16,전라북도,67.78
17,전라북도,55.21
18,전라북도,55.99
19,전라북도,52.2
20,전라북도,52.1
21,전라북도,33.25
22,전라북도,9.37
23,전라북도,1.53
24,전라북도,0.8
1,충청남도,0.02
2,충청남도,0.01
3,충청남도,0.01
4,충청남도,0.01
5,충청남도,0
6,충청남도,0
7,충청남도,6.93
8,충청남도,36.04
9,충청남도,73.57
10,충청남도,113.48
11,충청남도,110.87
12,충청남도,134.54
13,충청남도,121.85
14,충청남도,117.53
15,충청남도,110.81
16,충청남도,74.71
17,충청남도,78.65
18,충청남도,115.85
19,충청남도,76.33
20,충청남도,56.31
21,충청남도,24.17
22,충청남도,5.7
23,충청남도,0.83
24,충청남도,0.06
1,충청북도,0.01
2,충청북도,   
3,충청북도,   
4,충청북도,   
5,충청북도,   
6,충청북도,0
7,충청북도,2.38
8,충청북도,15.19
9,충청북도,25.75
10,충청북도,33.99
11,충청북도,32.48
12,충청북도,32.63
13,충청북도,45.91
14,충청북도,22.42
15,충청북도,16.74
16,충청북도,24.23
17,충청북도,30.3
18,충청북도,35.91
19,충청북도,22.24
20,충청북도,16.36
21,충청북도,8.22
22,충청북도,2.13
23,충청북도,0.35
24,충청북도,0.07
1,제주도,0.01
2,제주도,0.01
3,제주도,0.02
4,제주도,0.01
5,제주도,0
6,제주도,0
7,제주도,3.56
8,제주도,20.26
9,제주도,36.6
10,제주도,61.4
11,제주도,93
12,제주도,102.13
13,제주도,102.3
14,제주도,115.47
15,제주도,119.33
16,제주도,81.91
17,제주도,60.16
18,제주도,39.32
19,제주도,17.82
20,제주도,7.83
21,제주도,5
22,제주도,2.53
23,제주도,0.78
24,제주도,0.16
1,서울시,   
2,서울시,   
3,서울시,   
4,서울시,   
5,서울시,   
6,서울시,   
7,서울시,0.32
8,서울시,1.58
9,서울시,2.19
10,서울시,2.97
11,서울시,5.11
12,서울시,3.99
13,서울시,6.74
14,서울시,6.13
15,서울시,4.24
16,서울시,1.98
17,서울시,2.18
18,서울시,0.99
19,서울시,0.31
20,서울시,0.03
21,서울시,   
22,서울시,   
23,서울시,   
24,서울시,   
1,인천시,   
2,인천시,0
3,인천시,   
4,인천시,   
5,인천시,   
6,인천시,0
7,인천시,0.22
8,인천시,2.15
9,인천시,4.58
10,인천시,6.93
11,인천시,8.2
12,인천시,10.5
13,인천시,13.9
14,인천시,12.66
15,인천시,10.27
16,인천시,8.34
17,인천시,13.2
18,인천시,9.65
19,인천시,6.08
20,인천시,1.56
21,인천시,0.63
22,인천시,   
23,인천시,   
24,인천시,   
1,대전시,   
2,대전시,   
3,대전시,   
4,대전시,   
5,대전시,   
6,대전시,   
7,대전시,0.06
8,대전시,0.91
9,대전시,1.74
10,대전시,3.19
11,대전시,3.49
12,대전시,2.93
13,대전시,1.38
14,대전시,0.63
15,대전시,2.02
16,대전시,2.96
17,대전시,1.46
18,대전시,0.67
19,대전시,0.05
20,대전시,   
21,대전시,   
22,대전시,   
23,대전시,   
24,대전시,   
1,광주시,0.18
2,광주시,0.04
3,광주시,   
4,광주시,   
5,광주시,   
6,광주시,   
7,광주시,0.26
8,광주시,1.25
9,광주시,9.3
10,광주시,17.78
11,광주시,25.19
12,광주시,26.4
13,광주시,22.74
14,광주시,14.99
15,광주시,6.82
16,광주시,8.65
17,광주시,12.02
18,광주시,6.08
19,광주시,4.31
20,광주시,1.29
21,광주시,0.89
22,광주시,0.4
23,광주시,0.23
24,광주시,0.18
1,대구시,   
2,대구시,   
3,대구시,   
4,대구시,   
5,대구시,   
6,대구시,0
7,대구시,1.13
8,대구시,5.52
9,대구시,7.62
10,대구시,6.33
11,대구시,6.88
12,대구시,5.95
13,대구시,11.16
14,대구시,15.96
15,대구시,15.89
16,대구시,10.13
17,대구시,7.17
18,대구시,7.42
19,대구시,2.08
20,대구시,2.94
21,대구시,2.44
22,대구시,0.85
23,대구시,0.05
24,대구시,0
1,세종시,   
2,세종시,   
3,세종시,   
4,세종시,   
5,세종시,   
6,세종시,   
7,세종시,0.36
8,세종시,0.9
9,세종시,2.77
10,세종시,4.79
11,세종시,5.09
12,세종시,6.31
13,세종시,3.46
14,세종시,0.64
15,세종시,5.8
16,세종시,5.27
17,세종시,2.55
18,세종시,3.01
19,세종시,1.75
20,세종시,0.01
21,세종시,   
22,세종시,   
23,세종시,   
24,세종시,   
1,울산시,   
2,울산시,   
3,울산시,   
4,울산시,   
5,울산시,   
6,울산시,0
7,울산시,0.96
8,울산시,5.43
9,울산시,10.72
10,울산시,11.97
11,울산시,7.96
12,울산시,1.52
13,울산시,1.88
14,울산시,7.17
15,울산시,8.08
16,울산시,5.86
17,울산시,8.84
18,울산시,3.21
19,울산시,1.31
20,울산시,0.07
21,울산시,   
22,울산시,   
23,울산시,   
24,울산시,   
1,부산시,   
2,부산시,   
3,부산시,   
4,부산시,   
5,부산시,   
6,부산시,   
7,부산시,0.56
8,부산시,5.2
9,부산시,9.6
10,부산시,2.54
11,부산시,0.89
12,부산시,0.97
13,부산시,5.56
14,부산시,5.8
15,부산시,7.22
16,부산시,19.34
